District,Zone,Geographical Region,Development Region,Constituency,CandidateName,Gender,Age,PartyName
Kathmandu,Bagmati,Hill,Central,9,भिमसेन  गिरी,पु,42,स्वतन्त्र 
Kathmandu,Bagmati,Hill,Central,9,कविन्द्र  रिसाल,पु,27,"मधेशी जनअधिकार फोरम, नेपाल(लोकतान्त्रिक)"
Kathmandu,Bagmati,Hill,Central,9,कृष्ण गोपाल श्रेष्ठ,पु,54,नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)
Kathmandu,Bagmati,Hill,Central,9,काइला  महर्जन,पु,63,नेपाल सद्भावना पार्टी
Kathmandu,Bagmati,Hill,Central,9,देवेन्द्र  पौडेल,पु,49,एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)
Kathmandu,Bagmati,Hill,Central,9,डा. केशव मान शाक्य,पु,62,नेपाः राष्ट्रिय पार्टी 
Kathmandu,Bagmati,Hill,Central,9,राम लाल श्रेष्ठ,पु,39,जन प्रजातान्त्रिक पार्टी 
Kathmandu,Bagmati,Hill,Central,9,देवेन्द्र  प्रधान,पु,43,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 
Kathmandu,Bagmati,Hill,Central,9,इश्‍वर  बज्राचार्य,पु,52,स्वतन्त्र 
Kathmandu,Bagmati,Hill,Central,9,बलमान सिंह खड्का,पु,38,स्वतन्त्र 
Kathmandu,Bagmati,Hill,Central,9,मनिस  महर्जन,पु,36,स्वतन्त्र 
Kathmandu,Bagmati,Hill,Central,9,राधा कृष्ण महर्जन,पु,42,"सङ्घीय समाजवादी पार्टी, नेपाल"
Kathmandu,Bagmati,Hill,Central,9,ध्यान गोविन्द रंजित,पु,66,नेपाली काँग्रेस
Kathmandu,Bagmati,Hill,Central,9,केशव राज पौडेल,पु,48,स्वतन्त्र 
Kathmandu,Bagmati,Hill,Central,9,भानुराज  पाण्डे,पु,26,अखण्ड नेपाल पार्टी
Kathmandu,Bagmati,Hill,Central,9,राजु  महर्जन,पु,45,स्वतन्त्र 
Kathmandu,Bagmati,Hill,Central,9,विमल प्रसाद कडेल,पु,27,स्वतन्त्र 
Kathmandu,Bagmati,Hill,Central,9,ज्ञानेश्‍वर  उपाध्याय,पु,54,राष्ट्रिय प्रजातन्त्र पार्टी 
Kathmandu,Bagmati,Hill,Central,9,मधुसुदन कुमार प्रधान,पु,61,समाजवादी जनता पार्टी 
Kathmandu,Bagmati,Hill,Central,9,कृष्ण कुमार श्रेष्ठ,पु,48,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी)
Kathmandu,Bagmati,Hill,Central,9,गुण दाश महर्जन,पु,57,नेपाल मजदुर किसान पार्टी 
Kathmandu,Bagmati,Hill,Central,9,शान्त  महर्जन,पु,30,तराई–मधेश लोकतान्त्रिक पार्टी 
Kathmandu,Bagmati,Hill,Central,9,कल्पना  राणा,म,60,नेपाल कम्युनिष्ट पार्टी (संयुक्त)
Kathmandu,Bagmati,Hill,Central,9,शकुन्तला  बुढाथोकी,म,38,जनमोर्चा नेपाल 
Kathmandu,Bagmati,Hill,Central,9,सरस्वती  कार्की,म,44,शिवसेना नेपाल 
Kathmandu,Bagmati,Hill,Central,9,अन्जु  लामिछाने,म,28,हरियाली नेपाल पार्टी 
Kathmandu,Bagmati,Hill,Central,9,सरस्वती  सुनार,म,34,राष्ट्रिय जनमुक्ति पार्टी 
Kathmandu,Bagmati,Hill,Central,9,गंगा  पराजुली दवाडी,म,33,राष्ट्रिय स्वाभिमान पार्टी नेपाल 
Kathmandu,Bagmati,Hill,Central,9,गोमा देवी घिमिरे दवाडी,म,40,स्वतन्त्र 
Kathmandu,Bagmati,Hill,Central,9,जमुना  श्रेष्ठ,म,59,राष्ट्रिय मधेश समाजवादी पार्टी 
Kathmandu,Bagmati,Hill,Central,10,राकेश कुमार शर्मा,पु,43,स्वतन्त्र 
Kathmandu,Bagmati,Hill,Central,10,अशोक शर्मा भट्ट,पु,26,नेपाल परिवार दल 
Kathmandu,Bagmati,Hill,Central,10,विरेन्द्र  डंगोल,पु,32,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी)
Kathmandu,Bagmati,Hill,Central,10,रमेश चन्द्र श्रेष्ठ,पु,55,"सङ्घीय समाजवादी पार्टी, नेपाल"
Kathmandu,Bagmati,Hill,Central,10,दिपेन्द्र  स्थापित,पु,36,शिवसेना नेपाल 
Kathmandu,Bagmati,Hill,Central,10,ध्रुव  महर्जन,पु,58,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 
Kathmandu,Bagmati,Hill,Central,10,अर्जुन कुमार रंजीत,पु,47,तराई–मधेश लोकतान्त्रिक पार्टी 
Kathmandu,Bagmati,Hill,Central,10,रवि कान्त मानन्धर,पु,75,स्वतन्त्र 
Kathmandu,Bagmati,Hill,Central,10,गणेश बहादुर कुवर,पु,39,राष्ट्रिय जनमोर्चा 
Kathmandu,Bagmati,Hill,Central,10,पुष्प कमल दाहाल 'प्रचण्ड',पु,58,एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)
Kathmandu,Bagmati,Hill,Central,10,विनोद कुमार भण्डारी,पु,39,स्वतन्त्र 
Kathmandu,Bagmati,Hill,Central,10,राम बहादुर गुरुङ,पु,27,संयुक्त जनमोर्चा
Kathmandu,Bagmati,Hill,Central,10,अमृत बहादुर क्षेत्री,पु,26,जनयुनिटी को–अपरेटिभ पार्टी नेपाल 
Kathmandu,Bagmati,Hill,Central,10,भरत बहादर विसुराल,पु,55,स्वतन्त्र 
Kathmandu,Bagmati,Hill,Central,10,कृष्ण हरि महर्जन,पु,64,नेपाः राष्ट्रिय पार्टी 
Kathmandu,Bagmati,Hill,Central,10,नारायण  महर्जन,पु,50,नेपाल मजदुर किसान पार्टी 
Kathmandu,Bagmati,Hill,Central,10,राजेन्द्र कुमार के.सी,पु,55,नेपाली काँग्रेस
Kathmandu,Bagmati,Hill,Central,10,वेली  लामा तामाङ,म,32,"संघीय गणतान्त्रिक समाजवादी पार्टी, नेपाल"
Kathmandu,Bagmati,Hill,Central,10,सुदर्शन  पौडेल,पु,33,राष्ट्रिय मधेश समाजवादी पार्टी 
Kathmandu,Bagmati,Hill,Central,10,रोशन  के.सी,पु,32,"मधेशी जनअधिकार फोरम, नेपाल(लोकतान्त्रिक)"
Kathmandu,Bagmati,Hill,Central,10,सुरेन्द्र  मानन्धर,पु,39,नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)
Kathmandu,Bagmati,Hill,Central,10,पदम बहादुर कुवर,पु,28,स्वतन्त्र 
Kathmandu,Bagmati,Hill,Central,10,राजु  थापा,पु,52,स्वतन्त्र 
Kathmandu,Bagmati,Hill,Central,10,रविन्द्र  महर्जन,पु,32,स्वतन्त्र 
Kathmandu,Bagmati,Hill,Central,10,विकास  महर्जन,पु,32,स्वतन्त्र 
Kathmandu,Bagmati,Hill,Central,10,नरेश  महर्जन,पु,34,स्वतन्त्र 
Kathmandu,Bagmati,Hill,Central,10,प्रदिप  भुर्तेल,पु,32,हरियाली नेपाल पार्टी 
Kathmandu,Bagmati,Hill,Central,10,किरण कुमार तामाङ,पु,46,तराई पहाड हिमाल समाज पार्टी
Kathmandu,Bagmati,Hill,Central,10,विष्णु बहादुर महर्जन,पु,45,स्वतन्त्र 
Kathmandu,Bagmati,Hill,Central,10,रोशन  भरती,पु,35,राष्ट्रिय चुरेभावर पार्टी
Kathmandu,Bagmati,Hill,Central,10,पन्चु  तामाङ,पु,32,नेपाल जनसमावेशी एकता पार्टी  
Kathmandu,Bagmati,Hill,Central,10,सुदर्शन  हुमागाई,पु,41,स्वतन्त्र 
Kathmandu,Bagmati,Hill,Central,10,प्रफुल  श्रेष्ठ,पु,29,लिग नेपाल शान्ति एकता पार्टी 
Kathmandu,Bagmati,Hill,Central,10,विदुर प्रसाद घिमिरे,पु,47,चुरेभावर राष्ट्रिय एकता पार्टी नेपाल 
Kathmandu,Bagmati,Hill,Central,10,राजु  परियार,पु,43,दलित जनजाति पार्टी 
Kathmandu,Bagmati,Hill,Central,10,नारायण प्रसाद भट्टराई,पु,31,जनमोर्चा नेपाल 
Kathmandu,Bagmati,Hill,Central,10,सुमित्रा पहरी गौतम,म,26,"मधेशी जनअधिकार फोरम, नेपाल "
Kathmandu,Bagmati,Hill,Central,10,रुपा  बलामी,म,36,राष्ट्रिय प्रजातन्त्र पार्टी 
Kathmandu,Bagmati,Hill,Central,10,राधा गिरी पाण्डे,म,46,नेपालआमा पार्टी  
Bhaktapur,Bagmati,Hill,Central,1,श्याम  गुभाजु,पु,57,स्वतन्त्र 
Bhaktapur,Bagmati,Hill,Central,1,रबिन्द्र  लाछिमस्यू,पु,29,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी)
Bhaktapur,Bagmati,Hill,Central,1,शालिक राम दाहाल,पु,55,स्वतन्त्र 
Bhaktapur,Bagmati,Hill,Central,1,केदार प्रसाद जोशी,पु,68,नेपाः राष्ट्रिय पार्टी 
Bhaktapur,Bagmati,Hill,Central,1,नारायण बहादुर थापा,पु,32,स्वतन्त्र 
Bhaktapur,Bagmati,Hill,Central,1,दिनेश कुमार खाती,पु,38,नेपाल कम्युनिष्ट पार्टी
Bhaktapur,Bagmati,Hill,Central,1,माधव  खत्री,पु,37,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 
Bhaktapur,Bagmati,Hill,Central,1,अवे कुमार डंगोल,पु,32,शिवसेना नेपाल 
Bhaktapur,Bagmati,Hill,Central,1,किशोर  सुवाल,पु,53,स्वतन्त्र 
Bhaktapur,Bagmati,Hill,Central,1,नारायण मान बिजुक्छे,पु,73,नेपाल मजदुर किसान पार्टी 
Bhaktapur,Bagmati,Hill,Central,1,रबिन्द्र प्रताप शाह,पु,34,राष्ट्रिय प्रजातन्त्र पार्टी 
Bhaktapur,Bagmati,Hill,Central,1,तिर्थ राज काफ्ले,पु,29,राष्ट्रिय जन विकास पार्टी 
Bhaktapur,Bagmati,Hill,Central,1,इन्द्र कुमार थापा,पु,32,स्वतन्त्र 
Bhaktapur,Bagmati,Hill,Central,1,हरि बहादुर थापा,पु,50,अखण्ड नेपाल पार्टी
Bhaktapur,Bagmati,Hill,Central,1,रजनी  भोमी (शाक्य),म,28,"मधेशी जनअधिकार फोरम, नेपाल "
Bhaktapur,Bagmati,Hill,Central,1,सुरेश कुमार राउत,पु,42,स्वतन्त्र 
Bhaktapur,Bagmati,Hill,Central,1,सरोज  बुढाथोकी,पु,39,स्वतन्त्र 
Bhaktapur,Bagmati,Hill,Central,1,कृष्ण बहादुर वोगटी,पु,55,राष्ट्रिय चुरेभावर पार्टी
Bhaktapur,Bagmati,Hill,Central,1,रन्जु  नापित,म,55,नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)
Bhaktapur,Bagmati,Hill,Central,1,वोइमा  लामा,म,40,राष्ट्रिय जनमुक्ति पार्टी 
Bhaktapur,Bagmati,Hill,Central,1,राजेन्द्र  खड्का,पु,46,नेपाल परिवार दल 
Bhaktapur,Bagmati,Hill,Central,1,महेन्द्र नारायण मुंनकर्मी,पु,53,देशभक्त पर्यावरणीय सामाजिक (देपसा) मोर्चा  
Bhaktapur,Bagmati,Hill,Central,1,जय कृष्ण दुवाल,पु,46,"सङ्घीय समाजवादी पार्टी, नेपाल"
Bhaktapur,Bagmati,Hill,Central,1,कृष्ण लाल भंडेल,पु,57,नेपाली काँग्रेस
Bhaktapur,Bagmati,Hill,Central,1,पुष्प रत्न शाक्य,पु,44,"मधेशी जनअधिकार फोरम, नेपाल(लोकतान्त्रिक)"
Bhaktapur,Bagmati,Hill,Central,1,कुमार  गिरी,पु,63,नेपाल नागरिक पार्टी 
Bhaktapur,Bagmati,Hill,Central,1,श्याम सुन्दर मातां,पु,42,स्वतन्त्र 
Bhaktapur,Bagmati,Hill,Central,1,सानु  सुवाल,पु,51,एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)
Bhaktapur,Bagmati,Hill,Central,1,कपिल  थापा,पु,36,स्वतन्त्र 
Bhaktapur,Bagmati,Hill,Central,2,सचिन  शर्मा,पु,29,शान्ति पार्टी नेपाल 
Bhaktapur,Bagmati,Hill,Central,2,लक्ष्‍मी कृष्‍ण कुटु,पु,29,स्वतन्त्र 
Bhaktapur,Bagmati,Hill,Central,2,सुरेन्‍द्र  प्रधान,पु,43,"मधेशी जनअधिकार फोरम, नेपाल "
Bhaktapur,Bagmati,Hill,Central,2,रत्‍त प्रसाद प्रजापती,पु,55,नेपाल कम्युनिष्ट पार्टी
Bhaktapur,Bagmati,Hill,Central,2,सुनिल  प्रजापती,पु,49,नेपाल मजदुर किसान पार्टी 
Bhaktapur,Bagmati,Hill,Central,2,देवी प्रसाद ढकाल,पु,32,एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)
Bhaktapur,Bagmati,Hill,Central,2,ईमान सिं तामाङ्ग,पु,52,"संघीय गणतान्त्रिक समाजवादी पार्टी, नेपाल"
Bhaktapur,Bagmati,Hill,Central,2,राम प्रसाद सुवाल,पु,52,स्वतन्त्र 
Bhaktapur,Bagmati,Hill,Central,2,सानु काजि हेका,पु,58,राष्ट्रिय प्रजातन्त्र पार्टी 
Bhaktapur,Bagmati,Hill,Central,2,शिवहरि  खनाल,पु,37,राष्ट्रिय जनमोर्चा 
Bhaktapur,Bagmati,Hill,Central,2,कृष्‍ण हरि पहाडी,पु,47,नेपाल कम्युनिष्ट पार्टी (संयुक्त)
Bhaktapur,Bagmati,Hill,Central,2,हरि रत्‍न गोर्खाली,पु,45,स्वतन्त्र 
Bhaktapur,Bagmati,Hill,Central,2,राजु  भारती,पु,46,नेपाल परिवार दल 
Bhaktapur,Bagmati,Hill,Central,2,ज्ञान राम श्रेष्‍ठ,पु,42,नेपाः राष्ट्रिय पार्टी 
Bhaktapur,Bagmati,Hill,Central,2,सुनिल  तज,पु,33,"मधेशी जनअधिकार फोरम, नेपाल(लोकतान्त्रिक)"
Bhaktapur,Bagmati,Hill,Central,2,दिपेन्‍द्र कुमार के.सी.,पु,41,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 
Bhaktapur,Bagmati,Hill,Central,2,मुकुन्‍द कृष्‍ण श्रेष्‍ठ,पु,60,शिवसेना नेपाल 
Bhaktapur,Bagmati,Hill,Central,2,कुमार  गाइसी,पु,45,राष्ट्रिय शिवसेना पार्टी 
Bhaktapur,Bagmati,Hill,Central,2,महेश  वस्‍नेत,पु,38,नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)
Bhaktapur,Bagmati,Hill,Central,2,तल्‍सी कुमार त्‍वायना,पु,37,स्वतन्त्र 
Bhaktapur,Bagmati,Hill,Central,2,अदिप कुमार खड्का,पु,50,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी)
Bhaktapur,Bagmati,Hill,Central,2,डोल बहादुर कार्की,पु,56,अखण्ड नेपाल पार्टी
Bhaktapur,Bagmati,Hill,Central,2,शम्‍भु  भण्‍डारी,पु,66,हरियाली नेपाल पार्टी 
Bhaktapur,Bagmati,Hill,Central,2,राम गोपाल चगुठी,पु,40,"सङ्घीय समाजवादी पार्टी, नेपाल"
Bhaktapur,Bagmati,Hill,Central,2,रविन्‍द्र  सापकोटा,पु,34,स्वतन्त्र 
Bhaktapur,Bagmati,Hill,Central,2,रामेश्‍वर प्रसाद ढुङ्गेल,पु,53,नेपाली काँग्रेस
Bhaktapur,Bagmati,Hill,Central,2,उपेन्‍द्र  खड्का,पु,39,स्वतन्त्र 
Bhaktapur,Bagmati,Hill,Central,2,सन्‍जय  कार्की,पु,44,नेपाल नागरिक पार्टी 
Bhaktapur,Bagmati,Hill,Central,2,ईन्‍द्र माया माकजु,म,38,देशभक्त पर्यावरणीय सामाजिक (देपसा) मोर्चा  
Bhaktapur,Bagmati,Hill,Central,2,रामेश्‍वरी  थापा,म,46,स्वतन्त्र 
Bhaktapur,Bagmati,Hill,Central,2,मथुरा  लामिछाने,म,43,नेपाल जनता पार्टी 
Bhaktapur,Bagmati,Hill,Central,2,भवानी  श्रेष्‍ठ,म,56,स्वतन्त्र 
Bhaktapur,Bagmati,Hill,Central,2,ढोल्‍म कुमारी लामा तामाङ्ग,म,36,तराई मधेश पहाड हिमाल एकता पार्टी  
Bhaktapur,Bagmati,Hill,Central,2,मन माया पौडेल,म,26,स्वतन्त्र 
Bhaktapur,Bagmati,Hill,Central,2,राजश्री देवी खड्का,म,63,"हिन्दु प्रजातान्त्रिक पार्टी, नेपाल"
Lalitpur,Bagmati,Hill,Central,1,बेल बहादुर लुङ्गवा,पु,32,"संघीय गणतान्त्रिक समाजवादी पार्टी, नेपाल"
Lalitpur,Bagmati,Hill,Central,1,तिर्थ बहादुर ठोकर,पु,33,लिबरल डेमोक्रेटिक पार्टी 
Lalitpur,Bagmati,Hill,Central,1,मधु सुदन पौडेल,पु,49,नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)
Lalitpur,Bagmati,Hill,Central,1,केशर बहादुर विष्ट,पु,62,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 
Lalitpur,Bagmati,Hill,Central,1,आत्मा राम थापा,पु,52,स्वतन्त्र 
Lalitpur,Bagmati,Hill,Central,1,सन्दन  थापामगर,पु,34,स्वतन्त्र 
Lalitpur,Bagmati,Hill,Central,1,ध्रुव प्रसाद अधिकारी,पु,41,राष्ट्रिय जनमोर्चा 
Lalitpur,Bagmati,Hill,Central,1,किरण कुमार तामाङ्,पु,46,तराई पहाड हिमाल समाज पार्टी
Lalitpur,Bagmati,Hill,Central,1,खेम बहादुर नगरकोटी,पु,65,"मधेशी जनअधिकार फोरम, नेपाल "
Lalitpur,Bagmati,Hill,Central,1,रवि  खड्का,पु,35,"मधेशी जनअधिकार फोरम, नेपाल(लोकतान्त्रिक)"
Lalitpur,Bagmati,Hill,Central,1,श्याम सुन्दर विष्ट,पु,43,अखण्ड नेपाल पार्टी
Lalitpur,Bagmati,Hill,Central,1,निल बहादुर देशार,पु,50,राष्ट्रिय प्रजातन्त्र पार्टी 
Lalitpur,Bagmati,Hill,Central,1,हरि  दहाल,पु,42,एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)
Lalitpur,Bagmati,Hill,Central,1,सानु बाबु थापा,पु,47,स्वतन्त्र 
Lalitpur,Bagmati,Hill,Central,1,कृष्ण बहादुर लामा,पु,63,राष्ट्रिय जनमुक्ति पार्टी 
Lalitpur,Bagmati,Hill,Central,1,अर्जुन  राना,पु,35,जनता पार्टी नेपाल 
Lalitpur,Bagmati,Hill,Central,1,कमल योन्जन तामाङ्,पु,27,जनमोर्चा नेपाल 
Lalitpur,Bagmati,Hill,Central,1,अमर  लामा,पु,30,तराई मधेश सदभावना पार्टी नेपाल 
Lalitpur,Bagmati,Hill,Central,1,टिका राम महर्जन,पु,52,नेपाल मजदुर किसान पार्टी 
Lalitpur,Bagmati,Hill,Central,1,मान बहादुर तामाङ्ग,पु,64,राष्ट्रिय एकता पार्टी  
Lalitpur,Bagmati,Hill,Central,1,राजु  श्रेष्ठ,पु,38,राष्ट्रिय शिवसेना पार्टी 
Lalitpur,Bagmati,Hill,Central,1,हरि बहादुर विष्ट,पु,56,नेपाल जनसमावेशी एकता पार्टी  
Lalitpur,Bagmati,Hill,Central,1,नरेश  खड्का,पु,34,स्वतन्त्र 
Lalitpur,Bagmati,Hill,Central,1,शैलेन्द्र  रावल,पु,38,स्वतन्त्र 
Lalitpur,Bagmati,Hill,Central,1,नानी काजी देशार,पु,30,तराई–मधेश लोकतान्त्रिक पार्टी 
Lalitpur,Bagmati,Hill,Central,1,कोपिला  थापा,म,30,राष्ट्रिय मधेश समाजवादी पार्टी 
Lalitpur,Bagmati,Hill,Central,1,शुशिला  पौडेल,म,47,सद्भावना पार्टी 
Lalitpur,Bagmati,Hill,Central,1,वेलमती  रोकाया,म,29,जनयुनिटी को–अपरेटिभ पार्टी नेपाल 
Lalitpur,Bagmati,Hill,Central,1,उदय शम्शेर जवरा,पु,44,नेपाली काँग्रेस
Lalitpur,Bagmati,Hill,Central,1,राम प्रसाद दाहाल,पु,52,स्वतन्त्र 
Lalitpur,Bagmati,Hill,Central,1,बद्रि बहादुर दुलाल,पु,35,संयुक्त जनमोर्चा
Lalitpur,Bagmati,Hill,Central,1,उत्तम कुमार लामा,पु,46,"सङ्घीय समाजवादी पार्टी, नेपाल"
Lalitpur,Bagmati,Hill,Central,1,सुमन  पौडेल,पु,44,नेपाली जनता दल 
Lalitpur,Bagmati,Hill,Central,1,हरि शरण तामाङ्,पु,31,नेपाल परिवार दल 
Lalitpur,Bagmati,Hill,Central,1,मिन बहादुर थापा,पु,60,स्वतन्त्र 
Lalitpur,Bagmati,Hill,Central,1,प्रमोद  विष्ट,पु,42,स्वतन्त्र 
Lalitpur,Bagmati,Hill,Central,1,किरण  श्रेष्ठ,पु,32,राष्ट्रिय जनता दल नेपाल 
Lalitpur,Bagmati,Hill,Central,1,केदार नाथ घिमिरे,पु,41,राष्ट्रिय चुरेभावर पार्टी
Lalitpur,Bagmati,Hill,Central,1,एण्टी कुमार बंजगाई,पु,40,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी)
Lalitpur,Bagmati,Hill,Central,1,मंगले  पहरी,पु,32,नेपाल कम्युनिष्ट पार्टी
Lalitpur,Bagmati,Hill,Central,2,कमल प्रसाद पाण्डे,पु,54,शान्ति पार्टी नेपाल 
Lalitpur,Bagmati,Hill,Central,2,अमिर  अवाले,पु,34,स्वतन्त्र 
Lalitpur,Bagmati,Hill,Central,2,मखन  महर्जन,पु,34,स्वतन्त्र 
Lalitpur,Bagmati,Hill,Central,2,चन्द्र  महर्जन,पु,59,नेपाली काँग्रेस
Lalitpur,Bagmati,Hill,Central,2,आनन्द  अधिकारी,पु,46,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 
Lalitpur,Bagmati,Hill,Central,2,लक्ष्मण  शाही,पु,29,तराई–मधेश लोकतान्त्रिक पार्टी 
Lalitpur,Bagmati,Hill,Central,2,महेश कुमार साह,पु,37,स्वतन्त्र 
Lalitpur,Bagmati,Hill,Central,2,विजय  महर्जन,पु,33,स्वतन्त्र 
Lalitpur,Bagmati,Hill,Central,2,अजेय पुष्प कपाली,पु,53,स्वतन्त्र 
Lalitpur,Bagmati,Hill,Central,2,प्रविन बहादुर बज्राचार्य,पु,34,स्वतन्त्र 
Lalitpur,Bagmati,Hill,Central,2,न्हुछे मान महर्जन,पु,44,स्वतन्त्र 
Lalitpur,Bagmati,Hill,Central,2,राजेन्द्र  श्रेष्ठ,पु,29,लिबरल डेमोक्रेटिक पार्टी 
Lalitpur,Bagmati,Hill,Central,2,राघव वीर जोशी,पु,50,नेपाल कम्युनिष्ट पार्टी (संयुक्त)
Lalitpur,Bagmati,Hill,Central,2,शिवदेश  श्रेष्ठ,पु,30,स्वतन्त्र 
Lalitpur,Bagmati,Hill,Central,2,रविना  सुवाल (महर्जन),म,33,नेपाल मजदुर किसान पार्टी 
Lalitpur,Bagmati,Hill,Central,2,शान्ती  देउजा (थापा),म,34,"मधेशी जनअधिकार फोरम, नेपाल "
Lalitpur,Bagmati,Hill,Central,2,सानु  बस्नेत क्षेत्री,म,45,राष्ट्रिय चुरेभावर पार्टी
Lalitpur,Bagmati,Hill,Central,2,सरस्वती  तण्डुकार,म,33,तराई मधेश पहाड हिमाल एकता पार्टी  
Lalitpur,Bagmati,Hill,Central,2,शोभा  जोशी,म,54,"संघीय गणतान्त्रिक समाजवादी पार्टी, नेपाल"
Lalitpur,Bagmati,Hill,Central,2,अजिता  अधिकारी,म,27,राष्ट्रिय मधेश समाजवादी पार्टी 
Lalitpur,Bagmati,Hill,Central,2,किरण  शाक्य,पु,42,नेपाः राष्ट्रिय पार्टी 
Lalitpur,Bagmati,Hill,Central,2,श्याम लाल श्रेष्ठ,पु,46,जन प्रजातान्त्रिक पार्टी 
Lalitpur,Bagmati,Hill,Central,2,हेम विक्रम सिलवाल,पु,35,अखण्ड नेपाल पार्टी
Lalitpur,Bagmati,Hill,Central,2,कृष्ण लाल महर्जन,पु,58,नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)
Lalitpur,Bagmati,Hill,Central,2,सरोज  ड‍गोल,पु,41,एकीकृत नेपाल कम्युनिष्ट पार्टी (माओवादी)
Lalitpur,Bagmati,Hill,Central,2,सुनिल  शाक्य,पु,42,राष्ट्रिय प्रजातन्त्र पार्टी 
Lalitpur,Bagmati,Hill,Central,2,धन बहादुर श्रेष्ठ,पु,37,नेपाल कम्युनिष्ट पार्टी
Lalitpur,Bagmati,Hill,Central,2,विक्रम  पोडे,पु,56,"मधेशी जनअधिकार फोरम, नेपाल(लोकतान्त्रिक)"
Lalitpur,Bagmati,Hill,Central,2,प्रमोद नाथ श्रेष्ठ,पु,32,शिवसेना नेपाल 
Lalitpur,Bagmati,Hill,Central,2,सुकु मान तामाङ्,पु,30,चुरेभावर राष्ट्रिय एकता पार्टी नेपाल 
Lalitpur,Bagmati,Hill,Central,2,मुकुन्द  ठकुरी,पु,42,नेपाल जनसमावेशी एकता पार्टी  
Lalitpur,Bagmati,Hill,Central,2,प्रकाश  महर्जन,पु,45,हरियाली नेपाल पार्टी 
Lalitpur,Bagmati,Hill,Central,2,चन्द्र  महर्जन,पु,38,"सङ्घीय समाजवादी पार्टी, नेपाल"
Lalitpur,Bagmati,Hill,Central,2,अजय  ड‍गोल,पु,35,नेपाल न्यायिक दल 
Lalitpur,Bagmati,Hill,Central,2,रवि  महर्जन,पु,25,नेपाल परिवार दल 
Lalitpur,Bagmati,Hill,Central,2,नाविर  श्रेष्ठ,पु,29,राष्ट्रिय जनता दल नेपाल 
Lalitpur,Bagmati,Hill,Central,2,राजु  दुलाल,पु,35,स्वतन्त्र 
Lalitpur,Bagmati,Hill,Central,2,सुवास  पुडासैनी,पु,33,स्वतन्त्र 
Lalitpur,Bagmati,Hill,Central,3,रघुजी  पन्त,पु,56,नेपाल कम्यूनिष्ट पार्टी (ए. मा. ले)
Lalitpur,Bagmati,Hill,Central,3,बाबु काजी प्रधान,पु,63,राष्ट्रिय प्रजातन्त्र पार्टी नेपाल 
Lalitpur,Bagmati,Hill,Central,3,हरी राम ड‌गोल,पु,39,स्वतन्त्र 
Lalitpur,Bagmati,Hill,Central,3,हर्ष लाल महर्जन,पु,51,राष्ट्रिय चुरेभावर पार्टी
Lalitpur,Bagmati,Hill,Central,3,सुमन प्रसाद मरहट्टा,पु,45,राष्ट्रिय शिवसेना पार्टी 
Lalitpur,Bagmati,Hill,Central,3,न्हुछेलाल  महर्जन,पु,55,"सङ्घीय समाजवादी पार्टी, नेपाल"
Lalitpur,Bagmati,Hill,Central,3,राजेश  तुलाधर,पु,25,नेपाल न्यायिक दल 
Lalitpur,Bagmati,Hill,Central,3,रिता कुमारी ठाकुर,म,50,तराई–मधेश लोकतान्त्रिक पार्टी 
Lalitpur,Bagmati,Hill,Central,3,राम कुमारी लामिछाने,म,47,नेपाल कम्युनिष्ट पार्टी (मार्क्सवादी–लेनिनवादी)
Lalitpur,Bagmati,Hill,Central,3,समी  ड‌गोल,म,39,सद्भावना पार्टी 
Lalitpur,Bagmati,Hill,Central,3,धन  थापा,म,44,नेपाल परिवार दल 
Lalitpur,Bagmati,Hill,Central,3,भिम माया महर्जन,म,46,शिवसेना नेपाल 
Lalitpur,Bagmati,Hill,Central,3,शर्मिला  महर्जन,म,28,राष्ट्रिय मधेश समाजवादी पार्टी 
Lalitpur,Bagmati,Hill,Central,3,ग‌गा लक्ष्मी वैद्य,म,29,नेपाल मजदुर किसान पार्टी 
Lalitpur,Bagmati,Hill,Central,3,दिप राम महर्जन,पु,54,राष्ट्रिय जनमोर्चा 
